humidity,rainfall_24hr,rainfall_3days,soil_moisture,elevation,typeof_disaster
77.1,72.6,6.3,20.7,2916.0,Safe
97.5,275.8,294.4,95.4,168.0,Flood
75.5,54.7,82.5,21.4,1860.0,Safe
59.5,2.8,33.8,26.2,2029.0,Safe
99.5,127.8,493.5,92.9,671.0,Landslide
35.8,14.1,110.7,41.8,759.0,Safe
74.1,29.4,31.6,30.7,562.0,Safe
36.0,30.2,71.8,41.3,2585.0,Safe
60.2,42.0,73.9,30.2,268.0,Safe
92.6,130.1,511.3,96.4,1149.0,Landslide
55.3,21.1,99.7,27.9,190.0,Safe
47.3,75.3,17.6,57.1,1003.0,Safe
77.0,6.3,108.5,56.3,1779.0,Safe
41.8,54.8,102.0,30.4,2434.0,Safe
66.3,35.8,24.9,40.6,1289.0,Safe
49.2,12.7,82.3,69.0,652.0,Safe
39.7,19.5,26.8,48.9,1265.0,Safe
50.1,65.2,54.1,74.8,2776.0,Safe
96.3,120.6,580.0,96.6,2520.0,Landslide
91.4,415.4,559.9,98.4,113.0,Flood
38.1,20.4,4.3,25.2,1968.0,Safe
43.4,16.1,12.9,33.6,1601.0,Safe
73.8,19.7,46.1,41.2,2357.0,Safe
91.8,187.0,481.1,87.3,135.0,Flood
10.5,0.0,0.0,13.5,516.0,Drought
12.0,0.0,0.0,5.7,569.0,Drought
89.6,251.6,394.5,89.7,158.0,Flood
83.1,48.5,103.5,46.2,567.0,Safe
17.9,0.0,0.0,4.7,248.0,Drought
46.2,54.2,112.3,52.5,4.0,Safe
80.0,42.4,57.9,58.5,2661.0,Safe
70.9,59.2,62.7,49.9,1812.0,Safe
97.4,402.3,257.6,97.7,154.0,Flood
69.1,25.3,73.8,65.4,585.0,Safe
97.5,231.0,380.2,86.9,111.0,Flood
81.9,14.5,97.0,59.3,2909.0,Safe
36.2,6.6,28.9,39.3,1939.0,Safe
12.9,0.0,0.0,14.7,690.0,Drought
83.9,4.9,48.6,45.2,1726.0,Safe
36.9,78.5,85.2,53.8,2777.0,Safe
94.6,143.6,477.7,94.2,1733.0,Landslide
78.2,66.5,11.9,60.8,1521.0,Safe
98.5,347.3,241.3,93.4,166.0,Flood
82.9,35.2,33.7,38.4,1216.0,Safe
45.4,49.2,103.4,32.9,16.0,Safe
10.6,0.0,0.0,8.3,230.0,Drought
36.8,52.1,103.0,24.2,1575.0,Safe
76.3,63.9,86.9,37.9,2433.0,Safe
54.1,77.9,86.2,47.7,808.0,Safe
98.1,219.6,628.2,91.9,1229.0,Landslide
38.6,10.0,32.7,23.9,44.0,Safe
79.1,9.2,68.0,25.7,1450.0,Safe
96.6,174.3,348.1,96.1,139.0,Flood
69.4,76.5,6.8,32.0,2855.0,Safe
60.4,65.0,0.1,64.5,121.0,Safe
54.5,10.7,99.2,26.9,2066.0,Safe
97.3,189.3,533.4,99.7,3395.0,Landslide
55.2,3.4,92.1,64.0,996.0,Safe
49.2,65.1,70.1,50.2,2657.0,Safe
15.8,0.0,0.0,3.6,690.0,Drought
81.0,57.4,49.6,73.4,662.0,Safe
65.4,58.5,90.9,51.7,702.0,Safe
68.9,6.2,101.9,47.8,1347.0,Safe
97.3,243.9,489.6,93.4,2725.0,Landslide
10.3,0.0,0.0,8.1,436.0,Drought
60.8,69.0,31.0,40.2,116.0,Safe
60.9,72.0,49.9,52.1,500.0,Safe
74.5,0.8,116.1,28.4,2088.0,Safe
68.8,1.2,10.9,64.5,1864.0,Safe
51.4,41.7,66.0,68.5,314.0,Safe
81.5,38.3,25.8,70.0,2447.0,Safe
48.3,60.8,69.7,39.3,1024.0,Safe
72.4,56.6,106.9,50.4,114.0,Safe
65.3,66.0,113.3,42.2,70.0,Safe
77.7,31.7,77.2,27.1,64.0,Safe
43.1,8.6,57.4,55.6,170.0,Safe
73.3,8.8,25.1,29.3,2702.0,Safe
71.8,42.8,39.2,25.8,2981.0,Safe
92.9,195.1,729.9,90.5,2021.0,Landslide
97.4,395.2,489.8,97.5,102.0,Flood
66.3,8.1,16.2,31.7,1827.0,Safe
97.1,211.6,399.0,96.1,2510.0,Landslide
35.9,71.6,50.9,29.9,284.0,Safe
93.2,251.2,434.9,88.1,146.0,Flood
90.0,205.0,471.1,97.3,174.0,Flood
64.7,55.7,31.2,55.7,911.0,Safe
69.0,21.2,10.8,38.6,345.0,Safe
78.9,60.5,29.1,64.4,2083.0,Safe
95.1,175.1,478.9,90.5,2616.0,Landslide
42.6,17.9,55.1,66.0,2055.0,Safe
55.9,18.3,27.3,73.2,1411.0,Safe
45.2,44.1,86.1,34.7,2009.0,Safe
94.4,204.8,394.0,95.8,2904.0,Landslide
65.6,9.9,59.0,28.9,2903.0,Safe
41.1,64.7,44.4,61.2,2354.0,Safe
53.9,1.2,61.5,35.7,1783.0,Safe
39.2,47.4,95.5,52.7,419.0,Safe
40.9,73.6,92.5,45.0,1383.0,Safe
46.2,65.8,81.7,68.7,1684.0,Safe
49.5,69.5,115.5,57.5,2339.0,Safe
95.8,434.2,626.9,92.2,8.0,Cyclone
49.1,57.5,36.1,32.5,2664.0,Safe
56.7,73.8,82.0,51.0,107.0,Safe
97.9,320.7,435.9,88.1,29.0,Cyclone
90.5,311.3,510.0,99.6,17.0,Flood
56.8,33.2,22.8,48.6,2642.0,Safe
55.9,53.9,118.9,21.3,464.0,Safe
18.6,0.0,0.0,12.0,300.0,Drought
88.7,172.1,382.1,85.3,6.0,Flood
50.2,56.9,90.9,63.6,579.0,Safe
56.9,3.3,3.8,24.5,2179.0,Safe
61.0,60.9,108.6,70.7,1224.0,Safe
14.3,0.0,0.0,9.5,610.0,Drought
94.0,278.9,212.5,97.8,71.0,Flood
40.1,29.4,79.3,45.6,2989.0,Safe
67.6,64.7,3.2,61.6,2386.0,Safe
96.4,197.9,566.9,89.3,146.0,Flood
84.0,76.3,25.7,63.9,1194.0,Safe
9.4,0.0,0.0,2.4,296.0,Drought
97.0,176.8,597.1,97.8,2007.0,Landslide
45.6,52.9,90.0,33.1,2642.0,Safe
81.3,27.3,113.8,74.9,175.0,Safe
95.7,308.7,600.5,90.2,8.0,Cyclone
79.8,47.9,2.0,63.0,2340.0,Safe
69.1,7.1,63.0,45.7,32.0,Safe
72.1,21.9,8.0,44.7,667.0,Safe
19.6,0.0,0.0,11.7,405.0,Drought
39.2,20.2,100.5,21.7,2104.0,Safe
62.7,29.0,71.4,46.3,1298.0,Safe
60.5,10.2,52.8,28.4,2686.0,Safe
98.6,174.9,342.0,96.8,133.0,Flood
93.2,229.9,501.9,92.8,1418.0,Landslide
81.3,25.1,78.5,25.6,2717.0,Safe
96.2,111.1,395.3,95.2,1693.0,Landslide
71.5,75.4,111.9,48.7,542.0,Safe
64.4,5.5,12.4,40.9,669.0,Safe
66.3,35.0,91.9,32.0,1927.0,Safe
55.1,78.8,6.9,65.0,1415.0,Safe
36.2,4.6,40.5,44.6,92.0,Safe
93.9,278.8,518.7,88.8,7.0,Flood
69.1,34.7,16.3,29.5,1656.0,Safe
89.9,363.3,317.7,97.0,164.0,Flood
83.8,57.2,43.4,74.7,1593.0,Safe
45.6,34.3,43.2,67.1,2650.0,Safe
12.7,0.0,0.0,4.0,252.0,Drought
95.0,134.3,668.8,96.7,1973.0,Landslide
49.6,53.3,117.7,51.8,1869.0,Safe
61.9,59.9,36.8,52.9,2081.0,Safe
64.7,56.3,0.9,20.5,1307.0,Safe
53.3,46.4,116.8,52.0,1485.0,Safe
97.8,121.8,591.8,94.6,1455.0,Landslide
64.3,6.6,12.4,37.0,830.0,Safe
63.9,35.1,22.4,32.0,1121.0,Safe
49.7,18.0,18.3,63.1,1265.0,Safe
78.2,58.0,55.0,74.1,2429.0,Safe
97.7,155.6,718.8,93.6,1147.0,Landslide
48.1,32.2,70.5,50.0,1512.0,Safe
77.5,79.1,14.6,40.5,1659.0,Safe
51.5,79.7,91.4,47.4,1770.0,Safe
75.6,59.6,91.8,21.7,1627.0,Safe
77.9,78.4,5.8,51.7,1365.0,Safe
82.9,61.1,101.3,44.1,757.0,Safe
55.4,71.4,18.8,64.5,197.0,Safe
35.1,5.3,117.0,50.5,2982.0,Safe
16.1,0.0,0.0,12.3,322.0,Drought
73.8,54.4,25.1,21.8,2681.0,Safe
67.7,62.9,81.3,21.7,202.0,Safe
82.2,17.7,115.8,35.4,1842.0,Safe
64.2,16.3,60.4,73.6,2543.0,Safe
93.9,414.8,218.6,88.9,65.0,Flood
59.7,43.3,8.3,35.9,828.0,Safe
59.5,43.3,30.6,74.1,2477.0,Safe
19.8,0.0,0.0,2.9,235.0,Drought
96.1,100.1,378.9,99.7,3139.0,Landslide
88.3,280.4,569.9,96.8,81.0,Flood
83.9,66.3,60.3,55.9,2041.0,Safe
58.3,54.1,6.8,58.6,1625.0,Safe
58.8,61.8,96.5,65.9,1563.0,Safe
18.9,0.0,0.0,11.4,515.0,Drought
98.4,309.3,394.9,88.6,59.0,Flood
81.1,48.7,37.4,55.8,1371.0,Safe
99.7,132.0,437.3,94.5,3428.0,Landslide
95.4,241.3,244.6,88.0,157.0,Flood
6.9,0.0,0.0,7.8,399.0,Drought
55.0,50.2,8.0,61.7,2003.0,Safe
58.5,73.5,31.2,23.6,1909.0,Safe
95.4,202.2,705.5,94.9,2683.0,Landslide
62.5,14.0,83.1,36.6,2121.0,Safe
49.5,24.8,93.8,51.7,425.0,Safe
83.7,1.5,30.9,72.5,2977.0,Safe
42.7,37.7,112.0,51.3,1371.0,Safe
38.8,77.6,36.2,59.4,2927.0,Safe
65.3,53.7,81.4,51.2,1862.0,Safe
97.4,180.0,469.3,99.5,2295.0,Landslide
67.2,19.2,112.9,53.2,2388.0,Safe
57.7,24.8,12.6,30.5,1615.0,Safe
43.5,1.2,36.6,59.5,1899.0,Safe
41.4,52.1,38.7,41.2,1019.0,Safe
57.9,50.6,4.7,43.6,332.0,Safe
96.7,441.7,261.5,96.4,35.0,Flood
82.9,19.4,14.5,54.8,1061.0,Safe
6.6,0.0,0.0,11.8,765.0,Drought
53.6,3.1,78.2,20.6,73.0,Safe
10.1,0.0,0.0,4.6,248.0,Drought
97.9,104.2,366.0,92.1,2768.0,Landslide
39.0,19.5,17.2,46.8,2572.0,Safe
58.8,78.1,67.0,44.2,113.0,Safe
38.3,57.7,110.3,39.8,1358.0,Safe
80.5,52.9,2.0,45.1,538.0,Safe
74.9,38.1,79.2,22.3,2731.0,Safe
18.0,0.0,0.0,13.9,747.0,Drought
48.7,13.3,52.4,27.4,2973.0,Safe
94.2,313.6,389.7,91.4,49.0,Flood
77.9,29.5,28.9,54.9,396.0,Safe
6.2,0.0,0.0,9.2,549.0,Drought
49.0,14.5,41.4,36.9,606.0,Safe
40.6,33.5,82.7,64.3,350.0,Safe
74.8,14.1,36.0,34.0,2130.0,Safe
16.3,0.0,0.0,9.0,733.0,Drought
43.7,26.2,55.8,33.0,567.0,Safe
96.5,106.2,426.6,95.8,2875.0,Landslide
84.9,68.8,65.1,44.7,1959.0,Safe
8.6,0.0,0.0,6.9,667.0,Drought
12.1,0.0,0.0,5.5,335.0,Drought
46.5,17.2,98.5,39.8,519.0,Safe
35.7,64.4,74.9,67.5,2285.0,Safe
58.9,72.5,19.9,40.7,1292.0,Safe
70.5,50.4,113.1,26.1,640.0,Safe
77.9,28.6,69.7,53.2,2291.0,Safe
47.0,69.5,3.2,39.7,279.0,Safe
63.9,9.7,100.3,43.4,1000.0,Safe
68.4,17.4,51.6,69.3,505.0,Safe
46.1,6.5,2.0,46.8,1908.0,Safe
59.5,41.7,23.8,51.8,1054.0,Safe
73.9,71.5,75.3,40.3,65.0,Safe
15.5,0.0,0.0,7.2,581.0,Drought
47.7,16.6,113.0,31.3,713.0,Safe
97.6,182.6,641.4,94.2,1752.0,Landslide
96.3,211.5,243.4,92.4,57.0,Flood
37.1,35.7,70.6,62.9,1025.0,Safe
58.3,73.2,25.6,46.8,1906.0,Safe
56.9,66.2,74.9,33.8,647.0,Safe
75.4,16.4,25.1,31.8,1654.0,Safe
45.3,9.7,108.7,56.1,1290.0,Safe
12.9,0.0,0.0,10.3,262.0,Drought
97.0,390.8,586.3,93.9,46.0,Cyclone
14.6,0.0,0.0,3.3,755.0,Drought
98.1,495.0,614.9,80.7,35.0,Cyclone
5.8,0.0,0.0,13.9,442.0,Drought
54.5,70.7,28.5,23.9,808.0,Safe
14.7,0.0,0.0,0.7,786.0,Drought
94.1,217.2,524.7,90.4,128.0,Flood
99.0,233.9,529.5,94.8,633.0,Landslide
9.6,0.0,0.0,13.3,555.0,Drought
50.1,73.6,75.8,45.5,2313.0,Safe
70.8,52.2,72.1,23.6,7.0,Safe
54.1,50.2,108.7,72.9,442.0,Safe
51.5,9.4,59.0,20.4,1070.0,Safe
65.4,42.9,87.6,70.9,2325.0,Safe
58.7,66.5,57.8,27.0,1122.0,Safe
95.7,395.5,257.0,85.9,53.0,Flood
54.5,25.9,80.5,39.8,934.0,Safe
40.9,36.0,111.2,55.0,945.0,Safe
15.3,0.0,0.0,9.4,229.0,Drought
58.4,18.1,1.0,67.1,2772.0,Safe
75.4,54.2,105.8,68.3,882.0,Safe
79.8,44.1,73.5,68.7,407.0,Safe
77.2,2.0,71.4,73.1,687.0,Safe
91.7,379.5,599.8,94.4,19.0,Flood
35.8,48.3,70.3,26.8,1403.0,Safe
41.4,15.3,109.6,43.6,1221.0,Safe
99.8,161.2,420.4,95.5,2292.0,Landslide
99.1,505.3,533.3,81.9,30.0,Cyclone
37.7,39.7,117.8,40.1,1785.0,Safe
97.7,199.8,295.5,90.2,154.0,Flood
95.6,174.2,664.4,90.6,2253.0,Landslide
77.4,75.5,97.2,67.8,1343.0,Safe
63.5,55.3,0.4,52.5,2057.0,Safe
46.6,20.1,33.9,58.6,1475.0,Safe
46.9,46.0,18.8,20.0,2894.0,Safe
58.0,65.7,119.4,44.0,1004.0,Safe
49.4,36.1,83.8,31.7,2870.0,Safe
41.2,8.2,77.2,31.1,2369.0,Safe
62.8,4.2,24.9,23.7,2419.0,Safe
99.1,105.6,559.7,93.9,1044.0,Landslide
75.5,6.3,103.2,23.1,727.0,Safe
78.4,76.5,9.8,24.8,2026.0,Safe
96.1,301.0,550.2,92.8,190.0,Flood
63.9,46.9,53.3,37.6,2338.0,Safe
99.2,432.9,403.9,93.4,137.0,Flood
61.8,58.5,110.4,50.9,2783.0,Safe
50.5,78.4,6.4,34.7,2973.0,Safe
59.7,55.5,44.6,41.6,46.0,Safe
16.7,0.0,0.0,0.6,654.0,Drought
70.5,36.2,24.1,75.0,344.0,Safe
60.2,69.3,105.2,65.1,1189.0,Safe
79.6,58.1,114.0,27.1,2014.0,Safe
99.7,131.2,688.6,90.1,2618.0,Landslide
39.4,5.2,36.7,62.3,2727.0,Safe
97.6,457.8,713.1,94.9,33.0,Cyclone
99.6,454.7,540.4,83.0,32.0,Cyclone
38.0,70.9,106.9,38.3,303.0,Safe
98.4,197.7,678.5,91.4,2372.0,Landslide
90.1,278.5,467.1,97.0,58.0,Flood
14.9,0.0,0.0,5.8,552.0,Drought
93.2,207.8,567.0,98.9,3099.0,Landslide
78.0,20.4,13.5,45.2,2817.0,Safe
40.2,24.9,9.9,68.0,30.0,Safe
67.2,3.9,8.6,21.6,2709.0,Safe
8.3,0.0,0.0,13.1,444.0,Drought
64.1,58.5,28.0,66.0,928.0,Safe
48.2,17.2,46.0,23.9,2619.0,Safe
70.1,2.3,34.0,41.9,1217.0,Safe
60.1,56.9,9.6,68.5,1275.0,Safe
83.2,40.0,51.6,66.9,50.0,Safe
76.9,33.1,53.6,70.5,244.0,Safe
35.0,65.5,94.2,73.3,1309.0,Safe
98.8,391.4,415.2,98.1,33.0,Flood
38.6,4.6,72.9,39.8,1232.0,Safe
45.2,61.9,104.6,26.1,59.0,Safe
60.3,8.4,82.3,29.2,2303.0,Safe
69.5,24.9,5.1,74.8,1455.0,Safe
95.7,152.4,748.1,92.4,1104.0,Landslide
11.0,0.0,0.0,5.9,510.0,Drought
18.7,0.0,0.0,14.3,740.0,Drought
98.2,467.6,644.9,99.1,6.0,Cyclone
51.7,28.9,102.3,60.4,2155.0,Safe
74.1,51.9,23.7,24.5,1256.0,Safe
78.4,76.8,10.5,43.6,816.0,Safe
69.1,73.4,73.5,50.3,1536.0,Safe
71.9,8.7,58.1,62.0,2585.0,Safe
74.6,27.7,83.5,62.3,2416.0,Safe
61.1,0.1,61.7,67.2,1691.0,Safe
57.3,21.7,102.0,27.0,1518.0,Safe
89.2,234.2,365.8,99.8,124.0,Flood
49.9,50.6,9.9,74.2,449.0,Safe
43.7,69.4,72.3,49.0,1323.0,Safe
73.5,52.3,8.4,47.5,1481.0,Safe
77.4,24.4,32.5,73.5,2866.0,Safe
50.6,8.8,38.2,48.2,1155.0,Safe
36.4,25.2,3.2,40.3,352.0,Safe
41.2,17.1,38.7,68.4,1563.0,Safe
68.2,10.3,104.1,68.8,247.0,Safe
14.1,0.0,0.0,11.5,375.0,Drought
70.1,78.0,39.8,55.7,367.0,Safe
92.7,202.7,685.7,95.8,2956.0,Landslide
35.9,32.6,80.8,25.3,523.0,Safe
46.4,13.4,89.4,23.7,761.0,Safe
73.5,55.0,100.7,36.1,2350.0,Safe
83.9,59.4,84.6,36.2,2681.0,Safe
98.6,218.6,602.6,91.0,2785.0,Landslide
76.3,12.7,85.7,52.5,1947.0,Safe
8.8,0.0,0.0,6.6,456.0,Drought
84.1,62.1,69.8,53.0,2961.0,Safe
50.5,9.4,64.3,31.4,950.0,Safe
56.2,12.2,98.8,55.5,1283.0,Safe
78.9,65.7,86.9,63.1,2065.0,Safe
48.1,46.2,13.5,55.0,2051.0,Safe
54.3,50.9,112.8,27.8,1371.0,Safe
98.4,275.6,591.0,87.2,6.0,Flood
11.4,0.0,0.0,6.5,659.0,Drought
71.8,55.2,99.8,57.4,2760.0,Safe
52.0,25.9,7.3,43.9,819.0,Safe
73.4,62.3,85.1,27.4,2503.0,Safe
54.0,78.0,82.4,24.0,1648.0,Safe
81.2,67.0,21.9,35.1,1483.0,Safe
80.8,50.2,117.1,71.6,845.0,Safe
79.2,59.2,26.5,59.6,2115.0,Safe
74.4,20.4,62.5,34.4,1901.0,Safe
65.6,4.9,12.1,35.1,348.0,Safe
96.7,258.3,797.2,97.7,28.0,Cyclone
47.7,52.2,12.1,37.0,2651.0,Safe
70.9,37.9,84.4,48.4,601.0,Safe
69.3,56.7,98.1,50.1,2706.0,Safe
8.5,0.0,0.0,11.6,352.0,Drought
84.7,59.1,34.5,41.8,1951.0,Safe
14.3,0.0,0.0,9.3,584.0,Drought
99.1,599.5,603.4,97.7,26.0,Cyclone
40.9,3.8,17.0,64.8,424.0,Safe
42.4,72.0,2.9,63.8,743.0,Safe
6.3,0.0,0.0,7.1,291.0,Drought
94.7,164.6,466.8,86.6,165.0,Flood
94.6,344.9,522.7,97.5,3.0,Flood
35.7,0.6,65.3,28.4,2039.0,Safe
93.8,205.2,415.0,91.3,1721.0,Landslide
94.0,383.3,393.3,91.0,3.0,Flood
82.3,13.8,59.5,48.6,916.0,Safe
10.9,0.0,0.0,4.3,243.0,Drought
96.3,465.5,886.2,87.9,46.0,Cyclone
97.8,163.1,387.4,97.1,132.0,Flood
93.8,423.6,598.9,94.8,32.0,Flood
99.9,346.2,506.2,98.1,4.0,Cyclone
36.2,10.2,8.7,64.1,2262.0,Safe
81.5,62.3,36.7,63.4,250.0,Safe
92.8,127.5,587.5,99.4,3466.0,Landslide
68.5,75.5,95.7,74.8,502.0,Safe
44.4,36.7,104.1,56.4,1785.0,Safe
67.1,69.6,106.1,64.1,144.0,Safe
64.3,5.7,13.5,26.1,1631.0,Safe
38.9,53.2,84.4,42.8,1451.0,Safe
64.2,8.4,14.5,48.7,2449.0,Safe
95.9,396.4,673.6,80.6,37.0,Cyclone
63.2,54.2,99.1,71.7,75.0,Safe
14.8,0.0,0.0,3.8,704.0,Drought
48.9,71.4,42.9,43.3,2645.0,Safe
54.9,15.7,47.2,37.3,73.0,Safe
50.1,8.5,48.2,45.4,1375.0,Safe
58.3,8.3,102.9,62.3,2267.0,Safe
73.4,67.1,8.1,42.0,2196.0,Safe
6.4,0.0,0.0,1.1,233.0,Drought
61.7,19.4,10.7,32.0,753.0,Safe
93.2,125.5,653.7,99.4,757.0,Landslide
59.8,41.9,16.1,44.4,2828.0,Safe
49.7,77.6,38.2,61.8,841.0,Safe
90.5,228.4,511.6,95.8,109.0,Flood
60.4,20.5,55.0,67.1,2175.0,Safe
12.7,0.0,0.0,9.5,615.0,Drought
75.6,37.5,69.5,45.8,1111.0,Safe
89.1,363.8,485.5,85.5,175.0,Flood
94.2,103.6,579.1,91.5,1536.0,Landslide
5.2,0.0,0.0,2.5,585.0,Drought
96.4,190.0,527.5,90.3,27.0,Flood
93.6,133.6,363.6,100.0,2599.0,Landslide
90.9,160.5,536.5,98.5,71.0,Flood
91.7,445.7,408.9,94.7,31.0,Flood
35.3,2.9,100.0,69.5,614.0,Safe
79.5,39.9,42.3,49.1,2930.0,Safe
94.2,389.4,228.9,98.1,165.0,Flood
78.0,73.6,62.5,40.5,551.0,Safe
92.0,406.3,432.2,94.3,144.0,Flood
44.5,2.2,63.8,72.7,1311.0,Safe
93.8,233.2,261.4,93.2,179.0,Flood
15.1,0.0,0.0,5.5,486.0,Drought
99.3,192.6,596.2,92.8,98.0,Flood
49.6,55.1,79.7,69.9,2444.0,Safe
78.6,10.5,96.7,63.6,1504.0,Safe
35.2,50.1,106.6,42.2,1925.0,Safe
93.9,252.8,569.2,86.1,46.0,Flood
88.9,231.9,338.7,91.4,65.0,Flood
82.4,73.9,10.1,68.6,2087.0,Safe
7.8,0.0,0.0,0.4,616.0,Drought
99.8,427.0,675.5,76.7,27.0,Cyclone
97.0,262.1,580.0,96.3,159.0,Flood
56.0,43.4,100.0,49.6,1898.0,Safe
65.5,57.1,20.5,36.4,2379.0,Safe
82.4,71.3,96.2,69.3,1802.0,Safe
81.6,28.1,12.7,26.7,2568.0,Safe
89.7,299.2,457.4,90.1,116.0,Flood
96.8,574.5,712.5,77.1,38.0,Cyclone
82.2,23.8,68.6,36.6,889.0,Safe
72.5,14.7,35.1,73.1,172.0,Safe
97.8,150.5,407.9,93.5,3237.0,Landslide
76.0,7.2,29.1,65.6,2794.0,Safe
73.9,49.2,4.9,35.6,245.0,Safe
39.6,59.0,61.6,65.1,1672.0,Safe
66.5,47.7,77.0,60.3,2939.0,Safe
72.7,78.3,116.5,67.6,2823.0,Safe
74.4,33.0,30.1,54.1,1008.0,Safe
94.2,245.5,387.0,91.3,1554.0,Landslide
99.2,206.0,547.7,92.8,167.0,Flood
42.6,33.8,100.7,27.0,857.0,Safe
93.9,356.5,318.4,95.8,89.0,Flood
40.7,69.8,41.4,37.2,1239.0,Safe
58.4,69.7,52.6,58.3,1876.0,Safe
61.0,31.9,84.1,49.0,1368.0,Safe
63.0,76.8,84.0,37.2,2046.0,Safe
48.3,10.5,117.4,21.1,2628.0,Safe
47.4,20.1,59.3,39.0,47.0,Safe
92.9,449.5,487.0,88.9,151.0,Flood
53.4,42.2,98.8,73.2,1238.0,Safe
12.8,0.0,0.0,10.5,448.0,Drought
84.8,28.5,32.8,46.5,1935.0,Safe
96.0,381.3,205.7,86.1,52.0,Flood
17.1,0.0,0.0,5.6,793.0,Drought
93.1,179.8,459.2,98.2,989.0,Landslide
62.3,39.8,15.6,58.3,1337.0,Safe
78.4,15.1,109.8,67.2,1593.0,Safe
98.3,130.4,404.7,90.2,2745.0,Landslide
69.0,27.7,84.2,31.4,2385.0,Safe
76.3,51.4,10.1,52.5,157.0,Safe
60.8,19.6,103.6,53.5,2348.0,Safe
36.1,40.1,90.5,57.6,801.0,Safe
91.5,386.0,229.2,92.8,172.0,Flood
8.6,0.0,0.0,0.1,262.0,Drought
75.4,79.2,27.2,40.9,2051.0,Safe
39.1,13.2,31.4,41.9,2625.0,Safe
54.8,66.8,65.6,71.9,436.0,Safe
40.7,6.8,96.5,41.6,2234.0,Safe
38.3,51.4,6.4,36.6,1217.0,Safe
98.3,211.1,588.9,91.9,1522.0,Landslide
76.2,16.3,31.4,44.6,1764.0,Safe
5.2,0.0,0.0,5.1,448.0,Drought
57.0,44.6,36.2,44.3,2676.0,Safe
94.9,125.1,613.1,93.4,1635.0,Landslide
35.4,18.8,92.3,68.0,2851.0,Safe
91.2,286.0,225.5,86.5,86.0,Flood
44.7,71.5,79.0,60.7,404.0,Safe
52.2,29.5,19.6,30.0,1889.0,Safe
75.3,48.0,11.5,72.1,1180.0,Safe
40.6,52.4,84.8,39.4,2114.0,Safe
80.1,76.9,27.1,27.2,984.0,Safe
98.6,246.2,639.9,98.0,1963.0,Landslide
40.0,1.6,89.8,55.9,1646.0,Safe
79.4,18.6,52.8,70.7,110.0,Safe
93.0,273.8,526.3,99.4,33.0,Flood
62.6,56.9,112.3,37.0,334.0,Safe
60.3,8.8,99.6,67.5,7.0,Safe
63.5,51.5,82.6,71.3,1942.0,Safe
94.1,190.0,396.0,99.3,3098.0,Landslide
59.8,75.9,119.3,67.1,1705.0,Safe
53.6,26.4,76.5,37.3,668.0,Safe
67.4,66.2,75.8,54.1,2858.0,Safe
49.2,54.2,28.7,30.0,1343.0,Safe
93.1,408.1,348.3,96.9,175.0,Flood
9.1,0.0,0.0,10.6,263.0,Drought
35.2,13.4,101.1,51.7,1563.0,Safe
63.5,76.4,14.1,45.4,522.0,Safe
94.8,115.0,419.9,90.4,2426.0,Landslide
83.3,58.2,101.8,28.2,966.0,Safe
75.8,7.5,40.2,65.5,2553.0,Safe
45.0,45.6,82.4,34.8,2172.0,Safe
96.4,444.3,457.0,84.8,9.0,Cyclone
97.9,380.7,296.6,88.8,195.0,Flood
94.5,163.9,438.6,93.6,59.0,Flood
88.5,251.2,245.7,87.5,51.0,Flood
75.4,40.7,9.8,54.6,2606.0,Safe
74.9,65.2,42.6,72.6,2805.0,Safe
80.7,42.7,12.9,32.9,1477.0,Safe
95.3,371.6,387.9,92.5,110.0,Flood
55.0,37.7,113.1,74.6,2916.0,Safe
70.5,12.9,26.7,62.3,822.0,Safe
99.0,406.6,747.1,87.1,5.0,Cyclone
78.0,35.5,17.6,58.3,1155.0,Safe
66.9,46.2,108.0,33.6,1502.0,Safe
38.2,2.7,108.9,75.0,2694.0,Safe
50.5,8.2,86.4,37.0,1518.0,Safe
64.1,36.7,30.6,65.3,1939.0,Safe
96.5,367.5,765.6,75.6,33.0,Cyclone
77.9,35.3,21.8,46.0,1209.0,Safe
76.9,25.4,110.9,24.2,360.0,Safe
36.7,36.9,98.7,62.2,1017.0,Safe
97.4,115.6,574.6,96.2,3009.0,Landslide
14.2,0.0,0.0,3.1,460.0,Drought
88.6,282.8,206.2,87.1,83.0,Flood
99.4,329.9,485.9,88.3,173.0,Flood
95.3,314.4,241.5,94.9,123.0,Flood
58.5,58.4,108.8,44.6,516.0,Safe
83.5,47.6,66.9,51.7,817.0,Safe
36.7,5.2,59.1,47.2,360.0,Safe
91.7,420.4,358.5,91.9,69.0,Flood
90.5,200.1,451.3,91.4,83.0,Flood
44.1,4.4,65.4,62.3,1289.0,Safe
99.7,201.8,446.0,91.6,673.0,Landslide
71.8,80.0,84.0,22.8,1419.0,Safe
39.4,68.0,64.3,27.7,2511.0,Safe
80.8,0.6,108.3,34.8,2456.0,Safe
18.6,0.0,0.0,1.7,340.0,Drought
55.3,55.1,31.3,43.9,2539.0,Safe
52.2,64.9,46.4,34.1,2018.0,Safe
75.1,16.0,114.7,42.0,2769.0,Safe
65.8,24.4,49.9,71.7,2948.0,Safe
90.9,361.6,316.5,86.0,143.0,Flood
58.5,40.0,119.7,70.1,1252.0,Safe
96.5,309.9,472.9,93.6,6.0,Cyclone
99.5,157.1,578.6,99.0,1488.0,Landslide
